"","coral.mean.richness","coral.mean.shannon","coral.mean.faithPD","coral.mean.evenness","coral.mean.aestuariicella","coral.mean.Ca.amoebophilus","coral.mean.glaciecola","coral.mean.neptuniibacter","coral.mean.porticoccus","coral.mean.woesearchaeales","coral.mean.alteromonadaceae","coral.mean.endozoicomonas","coral.mean.litoricola","coral.mean.betadisp","water.mean.richness","water.mean.shannon","water.mean.faithPD","water.mean.evenness","water.mean.rhodospirillales_aegean169","water.mean.SAR11.cladeIa","water.mean.SAR11.CladeIb","water.mean.SAR11.CladeII","water.mean.SAR116","water.mean.SAR86","water.mean.alteromonadaceae","water.mean.litoricola","water.mean.Synechococcus","water.mean.Prochlorococcus","water.mean.betadisp","N.15_at_10m","N.15_at_20m","N.15_at_30m","N.15_at_40m","breeding_biomass_kgha_100m","breeding_biomass_kgha_200m","breeding_biomass_kgha_side","breeding_biomass_kgha_motu","breeding_density_ha_100m","breeding_density_ha_200m","breeding_density_ha_side","breeding_density_ha_motu","adult_biomass_kgha_100m","adult_biomass_kgha_200m","adult_biomass_kgha_side","adult_biomass_kgha_motu","adult_density_ha_100m","adult_density_ha_200m","adult_density_ha_side","adult_density_ha_motu"
"N.15_at_20m",0.503078773978031,0.392056140518787,0.49251054335329,0.128474485090722,-0.122689217022877,0.525289193533467,0.121274067918302,0.121274067918302,0.57570518694614,0.699526678573963,0.186205673047349,-0.540477817219182,0.382187181939615,0.897586307129045,-0.197715116002322,-0.235567121636481,-0.220163887988517,-0.219976398087597,-0.447000412007857,0.100423715154908,-0.478484217194189,-0.444791629931477,-0.0419528298666855,-0.575792293699395,0.289368932137515,0.400683720706172,0.375564495079342,-0.63097678365243,0.107070719447179,0.974543620142727,1,0.987086335644292,0.893682460418271,0.467686893194808,0.484873611425042,0.707910355909449,0.612393889571147,0.475279665099573,0.40317777640544,0.653020479391048,0.522734081786689,0.449822827362254,0.504270273394149,0.74840975921766,0.5745056712003,0.465078921012977,0.478656021071554,0.707953471060802,0.539794307070788
"N.15_at_30m",0.558465461371181,0.451281666695464,0.5565345799033,0.154808556262997,-0.0338120633482,0.552976446707603,0.197059905922918,0.197059905922918,0.538146492893011,0.627448121774662,0.247096894478318,-0.602081083557712,0.374320794455409,0.950498526184454,-0.186032714216607,-0.219154164873926,-0.197019928663543,-0.213041308933926,-0.415416011017151,-0.00150497075513705,-0.439511467564477,-0.416951881883107,-0.106187059271446,-0.539473992214415,0.320316513317494,0.37564887889537,0.291075259304334,-0.601593804924906,0.213417652942089,0.948069962560476,0.987086335644292,1,0.941545977492026,0.395782994571751,0.420145885535911,0.622316182925981,0.604787577735317,0.432080689933007,0.39709789270044,0.613281003122382,0.513566008847555,0.383873007298011,0.431461525019994,0.697474264789414,0.565950440900578,0.413383852962294,0.431611068343073,0.670100095669829,0.530782242213196
"N.15_at_40m",0.728329783505008,0.751069581295403,0.742719413619343,-0.0121477389390541,0.213330047195468,0.335199036061257,0.298762652395269,0.298762652395269,0.284571753137108,0.664268267892204,0.306583003102267,-0.876684393669887,0.299132257695228,0.996743335335917,-0.220386130577583,-0.177612020396517,-0.219753186701375,-0.134982601068391,-0.268983541074518,0.0928081483170164,-0.324763271889713,-0.319850565875508,0.0524864606761318,-0.419390385146829,0.294667004929094,0.300167699389666,0.252681756708939,-0.511263444054636,0.166395160636351,0.817692995524093,0.893682460418271,0.941545977492026,1,0.323790977398673,0.327000933866884,0.463132833834086,0.441343713345444,0.335609296761525,0.310133196279697,0.46113510432151,0.396990072712567,0.307036682650592,0.333267680845945,0.473569934302399,0.427331953008586,0.318846406381122,0.317403141537107,0.483240283718126,0.407948004470278
"breeding_biomass_kgha_100m",0.497607201980587,0.357385264346524,0.461512771248562,0.166806334393543,-0.320056412586954,-0.112218692233929,0.0430390501506357,0.0430390501506357,-0.179741355591309,0.334166052031927,0.249484650821452,-0.294588365203158,0.792588517269019,0.297032684586959,-0.853545544558863,-0.856683772544385,-0.888834460097238,-0.788647243350373,-0.81816953816425,0.779613509968321,-0.895294991965777,-0.890200258382419,0.678187241733134,-0.854499667653758,0.532844840339432,0.882907381998837,0.984858901144993,-0.86675447143605,-0.459607551705407,0.541732990965829,0.467686893194808,0.395782994571751,0.323790977398673,1,0.994561808657812,0.87592600224806,0.688724089646301,0.954593208919315,0.787029418915365,0.865895854198079,0.789517766477525,0.995529130685409,0.995877471404054,0.707406898613082,0.753093984639796,0.968185182398484,0.949071608545336,0.690778690227138,0.78097740625091
"breeding_biomass_kgha_200m",0.578713423310737,0.449537017247911,0.542780506160764,0.248445794974968,-0.355503302881182,-0.0315749763866238,0.144960728399313,0.144960728399313,-0.148340160139137,0.292895219175304,0.345928610358351,-0.386877303986456,0.847312294097171,0.327005657733543,-0.865365169937448,-0.887512499455366,-0.895898018386112,-0.835560548707522,-0.871968899175776,0.712876979167131,-0.934243221762601,-0.93081170254274,0.609072068058289,-0.90017750605165,0.614265437626145,0.920987262594789,0.965811793334162,-0.908495012377407,-0.36932283950351,0.556523035176757,0.484873611425042,0.420145885535911,0.327000933866884,0.994561808657812,1,0.872466610937567,0.741319747919372,0.97931951843793,0.844962091138162,0.9085908187306,0.846752628702865,0.99741291241523,0.997695426738756,0.757517345172448,0.8089828012415,0.986965154767437,0.976302503279241,0.750134141378637,0.837980601523729
"breeding_biomass_kgha_side",0.436396335539937,0.274212225830331,0.408864847963134,-0.0149645267943643,-0.249609803062401,0.21135666992274,-0.0375850544319307,-0.0375850544319307,0.261499216381625,0.69538743822845,0.120159348260104,-0.323040108221511,0.597346757820914,0.422116028129418,-0.520030402553402,-0.568736460639394,-0.572376866740223,-0.519500211241195,-0.693687292914853,0.620884126873039,-0.746059748234058,-0.724867607400429,0.481973685538155,-0.759192300811566,0.361373055217205,0.675548162083295,0.822535016431696,-0.776774080255987,-0.397897801285949,0.81279785314122,0.707910355909449,0.622316182925981,0.463132833834086,0.87592600224806,0.872466610937567,1,0.791779013466721,0.805176164240203,0.62465403272175,0.857725949412663,0.739740853835974,0.845041959311649,0.888271914004249,0.838888172131213,0.77668872273364,0.810274354066295,0.812779102037658,0.770183395579031,0.75301325842797
"breeding_biomass_kgha_motu",0.826238214522119,0.707712383372589,0.822783819489,0.271616200643569,-0.136746247284966,0.551001291363242,0.498604423758123,0.498604423758123,0.246043424176212,0.354510708828694,0.599611030101004,-0.749887247463466,0.761005441349365,0.487983151105171,-0.515997042351664,-0.638632579716797,-0.528281981765908,-0.676907901873667,-0.808483338156497,0.168018983973663,-0.776879514793371,-0.797429030008042,0.134548837807563,-0.803405915380238,0.714821212659752,0.736941458694773,0.555599268984086,-0.809672841370021,0.115552712414927,0.72108806374921,0.612393889571147,0.604787577735317,0.441343713345444,0.688724089646301,0.741319747919372,0.791779013466721,1,0.787584791356921,0.815602879226833,0.904438518297547,0.938094864991747,0.694057392031641,0.720396825539648,0.877133790359578,0.982967019122205,0.747880244433316,0.798665677233685,0.86303249616035,0.954332603091091
"breeding_density_ha_100m",0.717309949078952,0.615175933821488,0.683052328190229,0.412533463396254,-0.399231563633415,0.0708220321130768,0.337647514892162,0.337647514892162,-0.150316758508584,0.155448329052221,0.526294822234602,-0.542013289094274,0.936428769655318,0.374568077874229,-0.898667410027219,-0.944114764816044,-0.915490452633302,-0.919834640506406,-0.944389779325511,0.575374966888263,-0.982380466491265,-0.985150029380925,0.480522046953287,-0.955871967202786,0.760249015026486,0.978035402643627,0.906500608884633,-0.958967437943559,-0.187244312800251,0.530200517710832,0.475279665099573,0.432080689933007,0.335609296761525,0.954593208919315,0.97931951843793,0.805176164240203,0.787584791356921,1,0.934691087196786,0.945269221468538,0.918694723598934,0.974592375573365,0.968031656207061,0.792601733846829,0.869603194333228,0.997160857172254,0.99863845417698,0.811024842753038,0.906749105295182
"breeding_density_ha_200m",0.88713445115707,0.843455867065585,0.859123216144489,0.649973922484295,-0.449171832915571,0.277904227595168,0.648948409379276,0.648948409379276,-0.10322834591532,-0.0839603062476922,0.793606360366768,-0.7633967868319,0.995442573953441,0.389895251276006,-0.842582163911276,-0.936766318210996,-0.836142452593931,-0.969286033406554,-0.983791371672919,0.267897436551275,-0.967861469182442,-0.980692363947224,0.194298838016068,-0.958628746229076,0.940491312430121,0.973460749321318,0.70587055753002,-0.947311467322834,0.150003454824243,0.435847622196122,0.40317777640544,0.39709789270044,0.310133196279697,0.787029418915365,0.844962091138162,0.62465403272175,0.815602879226833,0.934691087196786,1,0.925314831711502,0.965323280028221,0.833562255655621,0.819432768358347,0.797002210726665,0.907938698176433,0.912337076036194,0.939352405541057,0.853902336255087,0.951034877285027
"breeding_density_ha_side",0.803265513391884,0.712276157655054,0.772297683232905,0.459100728883152,-0.438205770774291,0.380307865957792,0.450875964292067,0.450875964292067,0.160728854837704,0.290425218265418,0.602132093480161,-0.70334854084445,0.90711711774477,0.512914678447168,-0.723586777749209,-0.822145592440877,-0.741963558422226,-0.833057010791962,-0.953059442814225,0.37141344984969,-0.955474050860746,-0.947944233164551,0.241394350079108,-0.973809724515252,0.787039747495332,0.915841009757924,0.777827103547088,-0.974633412737362,0.00296461291677199,0.710395290887927,0.653020479391048,0.613281003122382,0.46113510432151,0.865895854198079,0.9085908187306,0.857725949412663,0.904438518297547,0.945269221468538,0.925314831711502,1,0.964728671715274,0.883962102484378,0.901747350728219,0.943281755157545,0.950729024996994,0.930122302753727,0.955223997279992,0.949430966120087,0.963424517834117
"breeding_density_ha_motu",0.897379753318342,0.816356290247228,0.878354317131502,0.506254377763076,-0.335106024664623,0.408873266004938,0.602156132090092,0.602156132090092,0.0510667688729768,0.119595604614088,0.736184194279889,-0.787755695187002,0.938484826217677,0.453904026720156,-0.739448877106619,-0.849898876812673,-0.742214434585577,-0.884629027205251,-0.954458155808502,0.248257132165505,-0.932617267183703,-0.948493629055588,0.185934576182562,-0.938893612853211,0.879765428353611,0.916934900913924,0.682395189516372,-0.935190881803888,0.129639487243903,0.591559906975481,0.522734081786689,0.513566008847555,0.396990072712567,0.789517766477525,0.846752628702865,0.739740853835974,0.938094864991747,0.918694723598934,0.965323280028221,0.964728671715274,1,0.818934638758601,0.822919724368755,0.875869753747997,0.985774450592217,0.888409777474262,0.926479041929159,0.902179415533371,0.998733752002817
"adult_biomass_kgha_100m",0.549391217100367,0.425027845402684,0.511458559329791,0.254236149649049,-0.367754693481907,-0.0916224130011305,0.121715690828952,0.121715690828952,-0.198433474338119,0.257207559812235,0.327123398212886,-0.349861833930032,0.842327408895204,0.30222577234117,-0.886966620269413,-0.89826331561869,-0.916735784444534,-0.840164220079793,-0.860039812991912,0.740117223373642,-0.928959102659549,-0.924574023226961,0.635564804935605,-0.888665053389695,0.601269207886549,0.921543046376138,0.977514771546056,-0.896755673888956,-0.394909511305842,0.51356899864142,0.449822827362254,0.383873007298011,0.307036682650592,0.995529130685409,0.99741291241523,0.845041959311649,0.694057392031641,0.974592375573365,0.833562255655621,0.883962102484378,0.818934638758601,1,0.995740982576383,0.720053416797453,0.771289921324467,0.986039672303636,0.969805346992355,0.717005797385364,0.807123623622981
"adult_biomass_kgha_200m",0.541341155116541,0.413130262458262,0.502610852760257,0.23252662606517,-0.382378015894832,-0.0354616383717192,0.104128140033612,0.104128140033612,-0.113451014534051,0.330847915167598,0.305494048836282,-0.356193871047411,0.823534322621515,0.326512725593882,-0.84233271737864,-0.86317115315188,-0.876796882980502,-0.807016479623577,-0.857322375715259,0.731683077183273,-0.923408204157857,-0.913627782123494,0.610694500026424,-0.892879681597129,0.57928196471928,0.903285726508126,0.972738392791203,-0.90084415730822,-0.396823218665546,0.573560319730045,0.504270273394149,0.431461525019994,0.333267680845945,0.995877471404054,0.997695426738756,0.888271914004249,0.720396825539648,0.968031656207061,0.819432768358347,0.901747350728219,0.822919724368755,0.995740982576383,1,0.76345012441015,0.786185046960716,0.979518707611736,0.966233371335587,0.750514853251833,0.814386237154362
"adult_biomass_kgha_side",0.735410187525424,0.675282349299107,0.702632936412078,0.461512839610621,-0.523643035034859,0.60928314982999,0.456193127794918,0.456193127794918,0.475512277050591,0.412383879341389,0.560792681932071,-0.72456786270194,0.767560492496641,0.545712999455539,-0.466437292630558,-0.607265811133535,-0.491196862835927,-0.645448391727409,-0.861115472353534,0.186711240370764,-0.833566036384791,-0.80477856257095,-0.00027457983123114,-0.893692156473842,0.692776258906977,0.754192305202968,0.605420171908157,-0.885518295586575,0.128238214026516,0.79931016438779,0.74840975921766,0.697474264789414,0.473569934302399,0.707406898613082,0.757517345172448,0.838888172131213,0.877133790359578,0.792601733846829,0.797002210726665,0.943281755157545,0.875869753747997,0.720053416797453,0.76345012441015,1,0.89033301088156,0.775706213846122,0.815649778906188,0.988722937690274,0.882819303882714
"adult_biomass_kgha_motu",0.877049705469725,0.776547723431075,0.865278978328786,0.400405909061675,-0.244154638169949,0.484303614142529,0.561431365371906,0.561431365371906,0.146483012186891,0.235474854696594,0.68155574204345,-0.781837328448697,0.867206332232703,0.477617747575616,-0.642715815377923,-0.760825134911701,-0.650144204109472,-0.797824692006256,-0.898719239931572,0.213248714409893,-0.871795707264269,-0.890190677385722,0.163940754207827,-0.88799725567397,0.813640873314231,0.844095744581763,0.631660408042502,-0.889073561949014,0.124854102441827,0.663765184714351,0.5745056712003,0.565950440900578,0.427331953008586,0.753093984639796,0.8089828012415,0.77668872273364,0.982967019122205,0.869603194333228,0.907938698176433,0.950729024996994,0.985774450592217,0.771289921324467,0.786185046960716,0.89033301088156,1,0.834268676722867,0.879110201228331,0.897450047984564,0.992981658204954
"adult_density_ha_100m",0.668406898441432,0.566928521738381,0.630648905352064,0.394880077338392,-0.424435917922781,0.020867953968045,0.283795575046182,0.283795575046182,-0.163350103850138,0.16762898714998,0.478277684920932,-0.488835257462804,0.919097976012655,0.351291995157737,-0.903083872931877,-0.939822115592922,-0.923332804505328,-0.906689818245133,-0.930203095158694,0.622601662197853,-0.97676807389937,-0.974650403170602,0.515325570659819,-0.946982672009631,0.724400588463765,0.971093239010514,0.931858106366997,-0.949582852621049,-0.240100966248891,0.516697911271098,0.465078921012977,0.413383852962294,0.318846406381122,0.968185182398484,0.986965154767437,0.810274354066295,0.747880244433316,0.997160857172254,0.912337076036194,0.930122302753727,0.888409777474262,0.986039672303636,0.979518707611736,0.775706213846122,0.834268676722867,1,0.995432392156927,0.791226420005107,0.874862110454104
"adult_density_ha_200m",0.720741978709451,0.624861802146749,0.684881973444021,0.43024716933374,-0.433031886299449,0.1051315251704,0.354083164921474,0.354083164921474,-0.112606608468121,0.159838299223844,0.539265450981751,-0.55453640455794,0.939343085158451,0.363655932157107,-0.88033876370631,-0.936418191056904,-0.898345667853953,-0.918035010828442,-0.955388630385215,0.558239909955629,-0.986927325746132,-0.986807449350111,0.452430280761522,-0.964228185095111,0.768804757568867,0.976938017067339,0.898772341651446,-0.963084014365515,-0.171493156161426,0.536362009402952,0.478656021071554,0.431611068343073,0.317403141537107,0.949071608545336,0.976302503279241,0.812779102037658,0.798665677233685,0.99863845417698,0.939352405541057,0.955223997279992,0.926479041929159,0.969805346992355,0.966233371335587,0.815649778906188,0.879110201228331,0.995432392156927,1,0.833060822551001,0.915072349520875
"adult_density_ha_side",0.803739383187425,0.765957752323862,0.769641214084107,0.582343288360057,-0.56883829196683,0.611156252992975,0.56348053501345,0.56348053501345,0.415399608477963,0.281066606117121,0.666632231261727,-0.793489368895096,0.831288868084064,0.555343617089357,-0.522551471005721,-0.666964547145663,-0.537250897161191,-0.716528098449338,-0.905434558073098,0.129934084774363,-0.869533749555271,-0.844053364898245,-0.0521818707959622,-0.927493563508962,0.784205353487734,0.802928773177409,0.587209649597888,-0.915843454969565,0.220964487138781,0.738990628430357,0.707953471060802,0.670100095669829,0.483240283718126,0.690778690227138,0.750134141378637,0.770183395579031,0.86303249616035,0.811024842753038,0.853902336255087,0.949430966120087,0.902179415533371,0.717005797385364,0.750514853251833,0.988722937690274,0.897450047984564,0.791226420005107,0.833060822551001,1,0.90346291975133
"adult_density_ha_motu",0.89397928485299,0.806883086766752,0.87706841684209,0.47608628591014,-0.308884909569367,0.432674413493208,0.591767855257917,0.591767855257917,0.0797796460855137,0.15463851392208,0.722035230325179,-0.788340978570026,0.919957387802041,0.462360016123826,-0.712706881027773,-0.825779916833822,-0.716876396306803,-0.861293252861755,-0.940629829824859,0.238521098659519,-0.917202255757998,-0.933879988552653,0.179907632085472,-0.926468201639044,0.862604998446983,0.897875851087606,0.669250759725156,-0.924184859758673,0.128594970629917,0.614942277246468,0.539794307070788,0.530782242213196,0.407948004470278,0.78097740625091,0.837980601523729,0.75301325842797,0.954332603091091,0.906749105295182,0.951034877285027,0.963424517834117,0.998733752002817,0.807123623622981,0.814386237154362,0.882819303882714,0.992981658204954,0.874862110454104,0.915072349520875,0.90346291975133,1
