Date,Time,Motu,Site,Transect,Species,Size,Abundance,Area_m2,Density_ha,Biomass_ind_g,Biomass_kg_ha,Stage,a_FishBase,b_FishBase,Trophic_level,Trophic_level_se,Notes.x,Notes.y
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Scaridae sp,10,1,150,66.66666667,13.49042805,0.89936187,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Parupeneus multifasciatus,8,1,150,66.66666667,8.118855702,0.541257047,,0.01288,3.1,3.5,0.3,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Scarus oviceps,30,1,150,66.66666667,450.3854093,30.02569395,IP,0.01072,3.13,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Scarus psittacus,23,1,150,66.66666667,213.6505619,14.24337079,IP,0.01549,3.04,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,6,1,60,166.6666667,5.468000387,0.911333398,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,6,1,60,166.6666667,5.468000387,0.911333398,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,6,1,60,166.6666667,5.468000387,0.911333398,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,6,1,60,166.6666667,5.468000387,0.911333398,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Stegastes nigricans,6,1,60,166.6666667,5.468000387,0.911333398,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Thalassoma hardwicke,6,1,150,66.66666667,2.256132934,0.150408862,,0.00955,3.05,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Thalassoma hardwicke,12,1,150,66.66666667,18.68556232,1.245704155,,0.00955,3.05,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Thalassoma hardwicke,13,1,150,66.66666667,23.8523183,1.590154553,,0.00955,3.05,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Zebrasoma scopas,16,1,150,66.66666667,95.13252957,6.342168638,,0.02455,2.98,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Zebrasoma scopas,16,1,150,66.66666667,95.13252957,6.342168638,,0.02455,2.98,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),2,Zebrasoma scopas,17,1,150,66.66666667,113.9696677,7.597977849,,0.02455,2.98,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Acanthurus nigricauda,22,1,150,66.66666667,215.5739227,14.37159485,,0.02291,2.96,3,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Acanthurus triostegus,10,1,150,66.66666667,21.87914004,1.458609336,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Centropyge flavissima,10,1,150,66.66666667,29.50895578,1.967263719,,0.03467,2.93,2.8,0.3,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Cephalopholis argus,30,1,150,66.66666667,384.7018675,25.64679117,,0.01202,3.05,4.5,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Chaetodon lunulatus,10,1,150,66.66666667,23.44,1.562666667,,0.02344,3,3.3,0.6,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Cheilinus undulatus,26,1,150,66.66666667,241.3218904,16.08812602,,0.01514,2.97,4,0.6,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Chlorurus spilurus,13,1,150,66.66666667,29.87267318,1.991511546,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Chlorurus spilurus,10,1,150,66.66666667,13.49042805,0.89936187,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Chlorurus spilurus,11,1,150,66.66666667,18.00717421,1.200478281,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Chlorurus spilurus,13,1,150,66.66666667,29.87267318,1.991511546,juvenile,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Chlorurus spilurus,30,1,150,66.66666667,376.4463858,25.09642572,TP,0.01259,3.03,2.6,0.3,,"No trophic level info for C. spilurus, so took from C. sordidus (Indian Ocean equivalent) instead"
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Ctenochaetus striatus,12,1,150,66.66666667,37.59463807,2.506309204,,0.02344,2.97,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Ctenochaetus striatus,14,1,150,66.66666667,59.42345149,3.961563433,,0.02344,2.97,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Ctenochaetus striatus,17,1,150,66.66666667,105.7769168,7.051794451,,0.02344,2.97,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Ctenochaetus striatus,18,1,150,66.66666667,125.3478668,8.356524455,,0.02344,2.97,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Epinephelus merra,25,1,150,66.66666667,208.8216356,13.92144237,,0.01175,3.04,3.8,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Halichoeres hortulanus,23,1,150,66.66666667,150.5291666,10.03527777,,0.00933,3.09,3.4,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Halichoeres hortulanus,23,1,150,66.66666667,150.5291666,10.03527777,,0.00933,3.09,3.4,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Halichoeres hortulanus,7,1,150,66.66666667,3.812717145,0.254181143,,0.00933,3.09,3.4,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Halichoeres trimaculatus,7,1,150,66.66666667,3.50889,0.233926,,0.01023,3,3.5,0.5,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Halichoeres trimaculatus,6,1,150,66.66666667,2.20968,0.147312,,0.01023,3,3.5,0.5,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Labroides dimidiatus,10,1,150,66.66666667,8.711948406,0.58079656,,0.00589,3.17,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Labroides dimidiatus,8,1,150,66.66666667,4.294479694,0.286298646,,0.00589,3.17,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Lutjanus fulvus,36,1,150,66.66666667,657.5175171,43.83450114,,0.01514,2.98,3.6,0.5,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Lutjanus fulvus,37,1,150,66.66666667,713.4557014,47.56371343,,0.01514,2.98,3.6,0.5,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Monotaxis grandoculis,10,1,150,66.66666667,19.50057053,1.300038035,,0.02188,2.95,3.4,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Myripristis berndti,16,1,150,66.66666667,84.01252697,5.600835131,,0.01995,3.01,3.7,0.6,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Myripristis berndti,16,1,150,66.66666667,84.01252697,5.600835131,,0.01995,3.01,3.7,0.6,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,8,1,150,66.66666667,6.861015346,0.457401023,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,5,1,150,66.66666667,1.651599882,0.110106659,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,5,1,150,66.66666667,1.651599882,0.110106659,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,5,1,150,66.66666667,1.651599882,0.110106659,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,6,1,150,66.66666667,2.869617544,0.191307836,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,6,1,150,66.66666667,2.869617544,0.191307836,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,6,1,150,66.66666667,2.869617544,0.191307836,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scaridae sp,6,1,150,66.66666667,2.869617544,0.191307836,juvenile,0.01259,3.03,2.6,0.3,"striped, not sure of species","*Used a, b from C. spilurus because most of these are striped juveniles and most likely to be that species. Same for trophic level (although could make an argument to use 2 because all scarus TL = 2) "
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Pomacentrus pavo,7,1,60,166.6666667,6.252816694,1.042136116,,0.02089,2.93,3,0.2,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Pomacentrus pavo,5,1,60,166.6666667,2.333031232,0.388838539,,0.02089,2.93,3,0.2,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Pomacentrus pavo,8,1,60,166.6666667,9.246813574,1.541135596,,0.02089,2.93,3,0.2,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Scarus oviceps,30,1,150,66.66666667,450.3854093,30.02569395,IP,0.01072,3.13,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes albifasciatus,7,1,60,166.6666667,6.71098147,1.118496912,,0.01995,2.99,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes albifasciatus,7,1,60,166.6666667,6.71098147,1.118496912,,0.01995,2.99,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes albifasciatus,7,1,60,166.6666667,6.71098147,1.118496912,,0.01995,2.99,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes albifasciatus,7,1,60,166.6666667,6.71098147,1.118496912,,0.01995,2.99,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes albifasciatus,7,1,60,166.6666667,6.71098147,1.118496912,,0.01995,2.99,2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,6,1,60,166.6666667,5.468000387,0.911333398,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,7,1,60,166.6666667,8.723229715,1.453871619,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,9,1,60,166.6666667,18.68035183,3.113391972,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,15,1,60,166.6666667,87.81865128,14.63644188,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,15,1,60,166.6666667,87.81865128,14.63644188,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,15,1,60,166.6666667,87.81865128,14.63644188,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,11,1,60,166.6666667,34.31232004,5.718720006,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,12,1,60,166.6666667,44.66315759,7.443859598,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,10,1,60,166.6666667,25.70574813,4.284291355,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,5,1,60,166.6666667,3.147091436,0.524515239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,4,1,60,166.6666667,1.600560231,0.266760038,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,13,1,60,166.6666667,56.92179743,9.486966239,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Stegastes nigricans,8,1,60,166.6666667,13.07353123,2.178921871,,0.02399,3.03,2.2,0,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),3,Thalassoma hardwicke,8,1,150,66.66666667,5.425350891,0.361690059,,0.00955,3.05,3.5,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,10,1,150,66.66666667,21.87914004,1.458609336,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,11,1,150,66.66666667,29.01032512,1.934021675,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,12,1,150,66.66666667,37.53243458,2.502162305,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,13,1,150,66.66666667,47.5666505,3.171110033,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,14,1,150,66.66666667,59.23375075,3.948916717,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,15,1,150,66.66666667,72.65414139,4.843609426,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,10,1,150,66.66666667,21.87914004,1.458609336,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,11,1,150,66.66666667,29.01032512,1.934021675,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,12,1,150,66.66666667,37.53243458,2.502162305,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,13,1,150,66.66666667,47.5666505,3.171110033,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,14,1,150,66.66666667,59.23375075,3.948916717,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,15,1,150,66.66666667,72.65414139,4.843609426,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,10,1,150,66.66666667,21.87914004,1.458609336,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,11,1,150,66.66666667,29.01032512,1.934021675,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,12,1,150,66.66666667,37.53243458,2.502162305,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,13,1,150,66.66666667,47.5666505,3.171110033,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,14,1,150,66.66666667,59.23375075,3.948916717,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,15,1,150,66.66666667,72.65414139,4.843609426,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,10,1,150,66.66666667,21.87914004,1.458609336,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,11,1,150,66.66666667,29.01032512,1.934021675,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,12,1,150,66.66666667,37.53243458,2.502162305,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,13,1,150,66.66666667,47.5666505,3.171110033,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,14,1,150,66.66666667,59.23375075,3.948916717,,0.02399,2.96,2.8,0.4,,
6-Nov-21,8:24-10:00,Rimatuu,Exposed (southeast),4,Acanthurus triostegus,15,1,150,66.66666667,72.65414139,4.843609426,,0.02399,2.96,2.8,0.4,,
